FRI;400-080;RICE & U;3;015 977 678;"sales2ricenu@gmail.com sales1ricenu@gmail.com";NO;Dis-5% EVERY ORDER;CREDIT;180;PUTHEAVY
SAT;100-394;KIREI FOOD(CAMBODIA)CO.,LTD.;3;012 371 547;acc_kireifood@yahoo.com;NO;NO;CREDIT;180;PUTHEAVY 
MON;100-178;Chnai Rachana Co.,Ltd (LYHONG) ក្រុមហ៊ុន ច្នៃរចនា ខូ អិល ធី ដី (នំបញ្ចុក លីហុង);3;099 853 333;;NO;NO;CREDIT;NR;PUTHEAVY
TUE;100-211;CANADA BRAIN TRADING CO.,LTD.;3;"011 499 999 098 656 535 095 969 645";;NO;Dis-5% EVERY ORDER;CREDIT;180;PUTHEAVY
WED;400-089;MONG KUL KHMER;3;"017 515 446 015 515 446";mongkulkhmer@gmail.com;NO;DIS-3% EVERY ORDER;CREDIT;180;PUTHEAVY
THU;400-180;ELEPHANT CAMBODIA - DIS.8%;3;"096 95 38 655 ( telegram ) 017 41 92 44";;NO;NO;CREDIT;180;PUTHEAVY 
FRI;400-232;GBM GLOBAL BIOMATRIX;3;"016 911 126 016 328 282";"mony_mmc@online.com.kh hengwah@online.com.kh";NO;NO;CREDIT;180;PUTHEAVY
SAT;100-154;ONE FRATERNITY.,LTD;3;"098 320 667 085 566 333";;YES;NO;CREDIT;180;PUTHEAVY
MON;100-369;V.V.H Import& Export Co,.Ltd;3;"092 652 636 016 748 739";;YES;NO;CS 6 MONTHS;180;PUTHEAVY
TUE;100-123;CAMKO TOP DISTRIBUTOR CO.,LTD.;3;010 452 577;oeunsokheang@gmail.com;NO;NO;CREDIT;180;PUTHEAVY
WED;100-088;MC TISSUE INDUSTRY;3;"078 800 711 099 222 368";"leak@mctissues.com mctissue@gmail.com";YES;DIS 2% EVERY ORDER;CREDIT;180;PUTHEAVY
THU;400-359;WKP TRADING;3;"078 777 427 093 434 699";;NO;NO;CS 6 MONTHS;180;PUTHEAVY
FRI;100-388;SEOUL KOREA - CONSIGNMENT;3;016 390 998 link;;NO;NO;CREDIT;180;PUTHEAVY
SAT;200-104;SP COSMETIC;3;"098 448 843 012 72 20 15";;NO;NO;CREDIT;180;PUTHEAVY
MON;100-108;TANG CHAN LIM;3;016 639 562;chansaruntcl@gmail.com;YES;2.5% FOR SPACE RENTAL,3% FOR REBATE & VAT-10%;CREDIT;NR;PUTHEAVY
TUE;100-328;T.S.N.R DISTRIBUTION CO., LTD.;3;"010 852 666 098 320 667";"sichan.chin@tsnrgroup.com vanset.ly@tsnrgroup.com huor.sreng@tsnrgroup.com somphors.vorn@tsnrgroup.com";YES;NO;CREDIT;180;PUTHEAVY
WED;100-337;LONG TERM DEVELOPMENT CO., LTD - (VAT);3;093 353 596;kalyaney@ltd-cambodia.com;NO;NO;CREDIT;180;PUTHEAVY
THU;400-166;THIAN WAI THAIN;3;069 515 404;phaniththoung001@gmail.com;YES;NO;CREDIT;180;PUTHEAVY
FRI;100-022;ដា ហុង ហេង អេនធើប្រាយ លីមីធីត/ DA HONG HENG ENTERPRISE LTD;3;"069 515 404 076 60 65 361 TELEGRAM";phalsreyra777@gmail.com;YES;NO;CREDIT;180;PUTHEAVY
SAT;400-171;SCC /long ly;3;015 635 023;lonnigroup@gmail.com;NO;NO;CREDIT;180;PUTHEAVY
MON;100-169;S & TK TRADING CO.,LTD. (Dis25%Forever);3;070 200 582;lonnigroup@gmail.com;NO;25% EVERY ORDER;CREDIT;90;PUTHEAVY
TUE;400-117;SUN LY COMPANY LTD;3;012 93 44 38 line;;NO;NO;CREDIT;180;PUTHEAVY
WED;400-024;ទឹកដោះគោ BABYBIO/CEP;3;012 93 44 38;vichheka.nuon@gmail.com;NO;NO;CREDIT;180;PUTHEAVY
THU;400-088;THINK NATURE (CAMBODIA)CO.,LTD;3;086 61 30 90 TELEGRAM;;YES;NO;CREDIT;180;PUTHEAVY
FRI;400-220;PHNOM PENH BIOPHAMA CO.,LTD;3;"093 888 913 093 25 97 83";ppb.biopharma@gmil.com;YES;NO;CREDIT;180;PUTHEAVY
SAT;100-470;MITCHEL LUCKY(CAMBODIA)Co.,ltd;3;"015 233 363 016 233 363 089 233 363";mitchell_cambodia@yahoo.com;NO;NO;CREDIT;180;PUTHEAVY
MON;100-578;DAUN PENH TADA BOKOR - CONSIGNMENT;3;010 787 078;heangsokdola@gmail.com;NO;NO;CREDIT;180;PUTHEAVY
TUE;400-368;Angel Trading (Cambodia);3;096 618 4552;anjellcambodia@yahoo.com;YES;DIS 5% EVERY ORDER;CREDIT;180;PUTHEAVY
WED;100-509;EARTH HOME CAMBODIA CO ., LTD;3;"016 49 30 34 010 537 898";chhumchanny@gmail.com;NO;NO;CREDIT;180;PUTHEAVY
THU;400-356;AADI SHAKTI IMPORT EXPORT PTE.,LTD;3;096 231 03 21;aadishakticom@yahoo.com;NO;NO;CREDIT;180;PUTHEAVY
FRI;400-385;MEET HENG(CAMBODIA) VAT.,LTD;3;089 917 197;visal.leng@meetheng.com;NO;NO;CREDIT;180;PUTHEAVY
SAT;400-392;We Are One Korean Cosmetic;3;070 393 544;;NO;NO;CREDIT;180;PUTHEAVY
MON;400-174;GATES PHARMACHY;3;"016 216 261 077 343 680 078 934746 098 836141 081 901 678(NEW SALE)";;NO;NO;CREDIT;180;PUTHEAVY
TUE;400-415;ESARANG DENTAL CARE;3;016 582 729 line;;NO;NO;CREDIT;180;PUTHEAVY
WED;400-405;Unique Cosmetic Trading Co.,Ltd;3;"016 582 729 087 770 633  line 085 63 5555";;NO;NO;CREDIT;180;PUTHEAVY
THU;400-556;SRA SOR KHMER ANGKOR Co.,Ltd;3;098 492 828;limlima589@gmail.com;NO;NO;CREDIT;180;PUTHEAVY
FRI;400-431;Aprati Foods (Cambodia) Ltd;3;016 667 276;chum.bunthoeun@apratifoods.asia;NO;NO;CREDIT;180;PUTHEAVY
SAT;400-433;WAX ONE AND KING STELLA PRODUCTS;3;"010 533 788 012 533 788";;NO;NO;CREDIT;180;PUTHEAVY
MON;400-381;HEADINGLEAD BEST OF THE BEST;3;015 26 06 72;sokhany.toun@gmail.com;YES;NO;CREDIT;180;PUTHEAVY
TUE;100-562;MEAN KHIM CO.,LTD. (LACTASOY);3;093 902 300;sinsokmean2018@gmail.com;NO;DIS 2% EVERY ORDER;CREDIT;180;PUTHEAVY
WED;101-008;RZ(បារីចិន)(CONSIGNMENT);3;010 225 549( telegram );;NO;Dis-5% EVERY ORDER;CREDIT;NR;PUTHEAVY
THU;100-049;RITHY SERVICE PRODUCTS;3;016 501 316;rithy.services@gmail.com;NO;Dis-5% EVERY ORDER;CREDIT;90;PUTHEAVY
FRI;100-077;HANA PLUS MART;3;077 788 568;"soksanpop8@gmail.com hong.leakhena@gmail.com sarannyoun22@gmail.com";NO;NO;CREDIT;90;PUTHEAVY
SAT;400-037;CAMKO BROTHERS CO.,LTD.;3;"096 768 3774 010 972 009 085 307 000";lyeng0404@gmail.com;YES;DIS-3% EVERY ORDER;CREDIT;180;PUTHEAVY
MON;100-266;SNADAI KAUN KHMER ENTERPRISE;3;"077 787 162 010 787 162 089 222 287(ACCOUNT)";kongvireak69@gmail.com;NO;DIS-3% EVERY ORDER;CREDIT;90;PUTHEAVY
TUE;100-152;CHINESE CAMBODIA INTERNATIONAL IMPORT EXPORT CO.,LTD.;3;012 337 338 ( telegram );chinesecambodian7@gmail.com;NO;DIS-3% EVERY ORDER;CREDIT;60;PUTHEAVY
WED;100-043;M-LINK ENTERPRISE CO.,LTD.;3;"069 939 990 (SALE) 096 97 64 113 Telegram";mlink.cambodia@gmail.com;YES;NO;CREDIT;90;PUTHEAVY
THU;400-136;KOV VICHET ( អង្ករ );3;010 307 099;;NO;NO;CREDIT;90;PUTHEAVY
FRI;100-053;MI FOODS & BEVERAGE SUPPLY;3;"081 800 095 010 994 252 069 784 047";mifood_info@yahoo.com;NO;Dis-5% EVERY ORDER;CREDIT;90;PUTHEAVY
SAT;100-074;P&T TRADING CO.,LTD.;3;010 768 750;bottra.keo@gmail.com;NO;Dis-5% EVERY ORDER;CREDIT;180;PUTHEAVY
MON;100-176;WING CHINDA;3;011 551 155;313611047@qq.com;NO;DIS-3% EVERY ORDER;CREDIT;90;PUTHEAVY
TUE;400-050;DCNT TRADING CO.LTD.;3;010 62 76 77 telegram;"ac.dcnttrading@gmail.com dcnttrading@gmail.com";YES;DIS-4% EVERY ORDER;CREDIT;90;PUTHEAVY
WED;400-114;L.B.N Angkor (Kompuchea) Phnom Penh   ( អង្ករ );3;016 505 806;;NO;NO;CREDIT;90;PUTHEAVY
FRI;100-127;NOYAKONG GROUP CO., LTD;3;"069 65 68 68 071 523 6666";"symon.beng@noyakong.com saphy168@gmail.com";YES;NO;CREDIT;90;PUTHEAVY
SAT;100-209;Home Rice 114L;3;012 991 262 (telegram );;NO;NO;CREDIT;90;PUTHEAVY
MON;400-236;D&P RICE STORE;3;"087 222 001 012 86 73 26 Telegram";;NO;NO;CREDIT;90;PUTHEAVY
TUE;400-032;TAIWAN FOOD PRODUCT;3;017 388 696;lay5845@yahoo.com;NO;DIS-3% EVERY ORDER;CREDIT;NR;PUTHEAVY
WED;100-041;TANG SENG HOUT CO.,LTD.;3;"011 890 598 010 43 05 75";sale@fafafood.com;NO;NO;CREDIT;90;PUTHEAVY
THU;100-589;Tan Hue Vien;3;069 483 898;lethuy_26@yahoo.com;NO;NO;CREDIT;90;PUTHEAVY
FRI;400-409;OC Trade Plus ( PASSION ) CO.,LTD;3;"010 307 099 010 31 62 70 Account";lenhchenghr12@gmail.com;YES;DIS-2% EVERY ORDER;CREDIT;90;PUTHEAVY
SAT;400-038;YU SRENG;3;081 900 802;kong@yusreng.com;NO;Dis-5% EVERY ORDER;CREDIT;90;PUTHEAVY
MON;400-047;JIN SOON CO.,LTD;3;015 236 632;simsoy696@gmail.com cheamanith@jinsoontcc.com;NO;NO;CREDIT;90;PUTHEAVY
TUE;400-056;MEAN HENG CO.,LTD;3;"078 747 899 010 627 677";;NO;NO;CREDIT;90;PUTHEAVY
WED;100-504;PNT(គោងៀត);3;"068 810 999 017 810 055";pnt.dtbt@gmail.com;NO;NO;CREDIT;90;PUTHEAVY
THU;100-289;NUAN ANONG IMPORT EXPORT CO.,LTD.;3;"010 78 71 62 077 78 71 62";;NO;NO;CREDIT;NR;PUTHEAVY
FRI;100-021;KABBAS;3;017 589 889 LINK;"mk.horeca@gmail.com kb.mt.mamager@gmail.com mk.supr.mt1@gmail.com";NO;Dis-5% EVERY ORDER;CREDIT;90;PUTHEAVY
SAT;100-540;OC TRADE PLUS CO.,LTD (VAT);3;"011 829 996 010 829 996 085 869 888";chomroeunmeanchey@gmail.com;NO;NO;CREDIT;NR;PUTHEAVY
MON;100-586;I2K TRADING CO.,LTD.;3;"097 565 6469 069 483 898";saingvanna321@gmail.com;YES;Dis-5% EVERY ORDER;CREDIT;90;PUTHEAVY
TUE;400-188;KAREM CAMBODIA;3;093 807 585;karemcambodia@gmail.com;NO;Dis-5% EVERY ORDER;CREDIT;90;PUTHEAVY
WED;400-110;IRB;3;081 222 192;;NO;NO;CREDIT;90;PUTHEAVY 
THU;100-058;Vimpex LIMITED;3;"096 522 4018 081 70 95 79 088 25 97 133";thimpaly71@gmail.com;YES;Dis-5% EVERY ORDER;CREDIT;90;PUTHEAVY
FRI;400-199;VSR TRADING;3;098 38 48 81;rithy.sreng168@gmail.com;YES;Dis-5% EVERY ORDER;CREDIT;90;PUTHEAVY
SAT;100-038;HONG HUOT CO.,LTD.;3;"089 45 35 60 089 333 907";vannak@honghuot.com;NO;NO;CREDIT;NR;PUTHEAVY
MON;100-039;HENG SRENG DISTRIBUTOR;3;086 275 011;sarethpeou2016@gmail.com;NO;Dis-5% EVERY ORDER;CREDIT;90;PUTHEAVY
TUE;100-200;COFFEE MK MONDULKIRI CO.,LTD-(VAT);3;017 267 577;po@mondulkiri-coffee.com;YES;NO;CREDIT;90;PUTHEAVY
WED;100-156;Lim Lina CTNA;3;"077 813 383 081 85 71 71 012 83 70 65";"oudom.mean@cp-a.com srenghuor542@gmail.com";NO;NO;CREDIT;90;PUTHEAVY
THU;100-571;SADA INVESTMENT;3;"012 801 282 011 522 110 015 522 110";"bunpheng66@gmail.com semrathna321@gmail.com";NO;Dis-5% EVERY ORDER;CREDIT;90;PUTHEAVY
FRI;100-128;VITAL WATER(NVC);3;010 647 357;puthea.huon@vital.com.kh;YES;NO;CREDIT;90;PUTHEAVY
SAT;100-436;ANGKOR COFFEE;3;"015 538 567 015 764 869";angkorcoffee@gmail.com;NO;DIS-4% EVERY ORDER;CREDIT;90;PUTHEAVY
MON;100-296;CHHUN CHHUN;3;015 622 678 line;;NO;NO;CREDIT;NR;PUTHEAVY
TUE;400-383;S.G;3;016 553322 line;;NO;NO;CREDIT;90;PUTHEAVY
WED;400-408;HMF;3;"095 20 30 93 line 015 62 15 15";;NO;NO;CREDIT;90;PUTHEAVY
THU;100-107;TANG LAYSIM IMPORT EXPORT CO.,LTD.;3;012 677 977;info.tanglaysy@yahoo.com;NO;Dis-5% EVERY ORDER;CREDIT;90;PUTHEAVY
FRI;100-185;HENG PIDETH TRADING CO.,LTD.;3;"093 41 34 39 Telegram  015 888 743";heng.pideth@yahoo.com;YES;Dis-5% EVERY ORDER;CREDIT;90;PUTHEAVY
SAT;100-094;AK CAMBODIA TRADING CO.,LTD.(ទឹកត្រចៀកកាំ);3;098 44 43 58;keoyou.tt7@gmail.com;YES;Dis-5% EVERY ORDER;CREDIT;NR;PUTHEAVY
MON;100-138;CONFIREL CO.,LTD.;3;"077 333 876 081 334 488 077 54 33 08 096 28 34 198 Telegram";"thornghuttaro@gmail.com potdom@cofirel.com salesadmin@cofirel.com";NO;DIS-10% EVERY ORDER;CREDIT;90;PUTHEAVY
TUE;100-218;SKG Food;3;"096 65 60 289 line 012 777 339 Telegram";;NO;DIS-3% EVERY ORDER;CREDIT;90;PUTHEAVY
WED;100-290;KC FOODS;3;"012 668 899 012 677 977 016 696 387";order@kcfood.biz;NO;NO;CREDIT;90;PUTHEAVY
THU;100-195;ORAL GROUP;3;"092199168 011228822 092 199 168 092 199 168";;NO;NO;CREDIT;NR;PUTHEAVY
FRI;400-046;SIN VENG YU/COFFEE COMPANY;3;"070 816 333 016 71 31 71";ao@trytimexgroup.com;NO;DIS-20% EVERY ORDER;CREDIT;90;PUTHEAVY
SAT;100-275;CAMBODIAN HARVEST DRIED FRUIT CO.,LTD.(VAT);3;"015 544 555(GM) 070 944 168(sale)";"chhengvormsc@gmail.com rath_sopheak@cambodianharvest.com";YES;NO;CREDIT;NR;PUTHEAVY
MON;100-141;INDOCHINA ROYA BEVERAGE PTE.,LTD.;3;096 28 34 198;naro@indochina-rb.com;NO;DIS-5% EVERY ORDER;CREDIT;NR;PUTHEAVY
TUE;100-356;NGOV HENG FOOD PRODUCTION OF KAMPOT;3;"016 67 58 27 ( telegram ) 086 48 96 38";socheat.ngovheng@gmail.com;NO;DIS-2% EVERY ORDER;CREDIT;90;PUTHEAVY
WED;100-549;SOEUN SAMNANG INTERNATIONAL TRADE CO., LTD - CONSIGNMENT;3;"069 349 349 069 326 326";;NO;NO;CREDIT;90;PUTHEAVY
THU;100-506;KIM NGUONLY COFFEE SHOP;3;086 888 178;;NO;NO;CREDIT;90;PUTHEAVY
FRI;100-398;CHAY MAO COFEE(CONSIGNMENT)90MONTHS;3;086 888 178;tan_paris@yahoo.com;NO;DIS-5% EVERY ORDER;CREDIT;90;PUTHEAVY
SAT;400-223;LUCKY DRINK SHOP;3;023 457 2222;luckydrinkshop@gmail.com;NO;DIS-2% EVERY ORDER;CREDIT;90;PUTHEAVY
MON;400-214;Eau Sela Natural Water ( ទឹកបរិសុទ្ធអូសិលា);3;015 52 42 52;;YES;NO;CREDIT;90;PUTHEAVY
TUE;100-057;IKVM;3;"096 644 96 36 010 733 703";radysoy.ikvm@gmail.com;NO;DIS-5% EVERY ORDER;CREDIT;90;PUTHEAVY
WED;100-383;PPT INTER TRADE CO., LTD(288 DRINKS SUPPLY);3;070 272 127;chanthan@pptintertrade.com;YES;NO;CREDIT;90;PUTHEAVY
THU;100-396;HAPPY COFFEE CO.,LTD.LTD.;3;"016 599 981 012 626 309";;NO;DIS5% EVERY ORDER;CREDIT;90;PUTHEAVY
FRI;400-384;SC&T INTERNATIONAL TRADING CO.,LTD;3;"012 29 23 34 098 527 105 010 595 695  096 505 90 09 Tegram";vandyheng81@gmail.com;YES;NO;CREDIT;90;PUTHEAVY
SAT;100-045;AGRO FRESH TRADING CO.,LTD.;3;"077 509 627 096 903 79 57";seasamoth@yahoo.com;NO;DIS5% EVERY ORDER;CREDIT;NR;PUTHEAVY
MON;400-122;HONG PHANA;3;092 5 32 006;simsoy696@gmail.com;NO;DIS-3% EVERY ORDER;CREDIT;90;PUTHEAVY
TUE;100-320;NEW IDEA ENTERPRISE;3;016 246 800;"limphara1979@gmail.com sopheatsok234@gmail.com";NO;NO;CREDIT;90;PUTHEAVY
WED;100-081;VINITON (GROUP) CO.,LTD  បារីអង្គរ;3;;;NO;NO;CREDIT;NR;PUTHEAVY
THU;400-161;VISTALAB(CAMBODIA)CO.,LTD.;3;"097 888 63 88 069940009";;YES;DIS-3% EVERY ORDER;CREDIT;90;PUTHEAVY
FRI;400-153;CKM Vinissimo;3;"096 540 40 80 096 792 7372(Boss)";;NO;NO;CREDIT;90;PUTHEAVY
SAT;100-087;ANCO BROTHER CO.,LTD.(VAT);3;099 388 318;rith@ancogroup.com;YES;NO;CREDIT;NR;PUTHEAVY
MON;100-516;HENGLONGELECTRONICS;3;012 933 725;SALE@HENGLONGE.COM;NO;DIS5% EVERY ORDER;CREDIT;90;PUTHEAVY
TUE;400-049;GOLDEN YEM (CONSIGNMENT)(ម្រំ);3;"096 29 44 283 Telegram 092 33 83 78";hoeurngp@gmail.com;YES;DIS5% EVERY ORDER;CREDIT;90;PUTHEAVY
WED;400-412;LOR EAK HENG SEK MEAS RICE CO.,LTD;3;"070 95 95 88 088 68 67 68";;NO;NO;CREDIT;90;PUTHEAVY
THU;400-031;SUNFIELD CO.,LTD;3;093 807 585;;NO;NO;CREDIT;NR;PUTHEAVY
